"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6334,4344,5074,7988,10114
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",7036,4849,5742,9235,12066
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",10162,5844,7529,13291,16883
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",9073,5143,6741,12055,15131
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",10618,6227,7843,13716,17472
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",8565,5747,7016,10567,12419
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",7943,5074,6382,9854,11745
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",8941,6217,7314,10910,12761
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7410,5194,6153,9096,10962
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",7013,4792,5828,8557,10037
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7635,5477,6387,9524,11378
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",6240,4464,5171,7597,9401
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5980,4271,4893,7339,9006
"2022","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6411,4659,5404,7808,9663
"2022","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",7086,4852,5773,9100,11698
"2022","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Frauen",6589,4556,5341,8208,10280
"2022","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Männer",7461,5163,6094,9734,12504
"2022","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",10127,5918,7599,13277,16614
"2022","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Frauen",8967,5159,6800,11873,14849
"2022","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Männer",10635,6306,7929,13687,17274
"2022","Espace Mittelland","Schweizer/innen","Unteres Kader","Geschlecht - Total",8599,5787,7033,10565,12273
"2022","Espace Mittelland","Schweizer/innen","Unteres Kader","Frauen",7910,5158,6384,9762,11579
"2022","Espace Mittelland","Schweizer/innen","Unteres Kader","Männer",9041,6332,7403,10946,12653
"2022","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7562,5373,6307,9230,11037
"2022","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7057,4936,5920,8558,9929
"2022","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7869,5699,6600,9734,11475
"2022","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6537,4690,5456,7944,9705
"2022","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Frauen",6253,4486,5157,7573,9255
"2022","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Männer",6748,4951,5710,8240,10024
"2022","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",5841,4184,4798,7294,9879
"2022","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Frauen",5316,3888,4456,6945,9181
"2022","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Männer",6051,4402,5067,7456,10240
"2022","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",10350,5248,7203,13752,19246
"2022","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Frauen",9680,4800,6500,13131,16849
"2022","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Männer",10550,5714,7333,14000,20309
"2022","Espace Mittelland","Ausländer/innen","Unteres Kader","Geschlecht - Total",8428,5469,6763,10592,13287
"2022","Espace Mittelland","Ausländer/innen","Unteres Kader","Frauen",8101,4792,6341,10385,12823
"2022","Espace Mittelland","Ausländer/innen","Unteres Kader","Männer",8553,5894,6945,10707,13465
"2022","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6861,4834,5710,8541,10644
"2022","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6737,4474,5418,8504,10485
"2022","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",6914,5048,5829,8561,10778
"2022","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5539,4096,4666,6642,8156
"2022","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Frauen",5072,3814,4363,6299,7869
"2022","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Männer",5767,4326,4891,6770,8332
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",4944,3504,4176,6225,7277
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4449,3267,3757,5609,7035
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5083,3593,4368,6349,7278
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",4904,3484,4129,6171,7155
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4379,3267,3687,5508,6906
"2022","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5048,3586,4341,6322,7267
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5207,3863,4419,6781,9299
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",4870,3645,4136,6790,8917
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5353,4101,4572,6771,9580
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",10416,4915,7171,14155,21954
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",9471,4429,6000,12873,16875
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",10785,5365,7775,15163,23847
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",8599,4996,6633,11346,14683
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",8023,4626,5955,10676,13213
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",8712,5390,7010,11951,15807
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6737,4452,5285,8838,11153
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6830,4127,5230,8771,10649
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",6638,4711,5285,8947,11703
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5004,3810,4333,6193,7839
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4686,3602,4030,6165,7778
"2022","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5146,4044,4487,6214,7888
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",6060,4381,5053,7512,10350
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5459,4078,4601,7110,9540
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6300,4680,5392,7738,10763
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",10317,5159,7085,13682,18566
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",9830,4788,6476,13232,16849
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",10453,5464,7222,13929,19049
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",8442,5649,6707,10652,13137
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",8106,4981,6413,10413,12884
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Männer",8574,5953,6857,10787,13278
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6935,4888,5832,8541,10674
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6751,4540,5452,8491,10293
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",6981,5177,6033,8558,10837
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5750,4301,4880,6793,8380
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",5207,4000,4500,6385,8051
"2022","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",6010,4599,5219,6950,8592
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6024,4503,5079,7433,9405
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5557,4251,4716,6858,8430
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6190,4665,5282,7675,9762
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",10532,6423,8117,13706,19427
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",9395,6425,7395,13175,17323
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",10791,6240,8140,13752,20740
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",8284,5832,7054,9665,11707
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",8251,5924,7032,9573,12255
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",8314,5761,7055,9711,11578
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6703,5051,5784,8102,9791
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6579,4964,5606,7926,9534
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",6751,5051,5818,8163,9867
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5789,4418,4933,6854,8219
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5371,4194,4645,6379,7646
"2022","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",5915,4575,5106,6999,8448
"2022","Espace Mittelland","> Andere","Berufliche Stellung - Total","Geschlecht - Total",4446,3597,3937,5467,6731
"2022","Espace Mittelland","> Andere","Berufliche Stellung - Total","Frauen",4316,3582,3760,5241,6884
"2022","Espace Mittelland","> Andere","Berufliche Stellung - Total","Männer",4497,3617,4022,5602,6710
"2022","Espace Mittelland","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2022","Espace Mittelland","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2022","Espace Mittelland","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Andere","Unteres Kader","Frauen",,,,,
"2022","Espace Mittelland","> Andere","Unteres Kader","Männer",,,,,
"2022","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2022","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2022","Espace Mittelland","> Andere","Ohne Kaderfunktion","Geschlecht - Total",4433,3587,3924,5241,6342
"2022","Espace Mittelland","> Andere","Ohne Kaderfunktion","Frauen",4264,3570,3725,5157,6129
"2022","Espace Mittelland","> Andere","Ohne Kaderfunktion","Männer",4455,3606,4010,5357,6462
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6969,4571,5486,9302,12642
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6561,4383,5120,8457,11238
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",7269,4780,5756,9887,13502
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",10715,5924,7963,15029,22210
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",9440,5229,6912,13334,19961
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",11281,6481,8450,15653,22900
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",8966,5912,7341,11477,14168
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",8290,5254,6760,10444,13219
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",9372,6306,7649,11926,14513
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7655,5238,6257,9619,12321
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",7209,4885,5730,8975,11558
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7900,5575,6560,9899,12680
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",6412,4426,5176,8028,10418
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",6191,4286,4929,7765,10008
"2022","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6551,4585,5395,8253,10731
"2022","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",7218,4769,5757,9455,12350
"2022","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Frauen",6634,4536,5300,8329,10566
"2022","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Männer",7755,5097,6191,10285,13562
"2022","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",10317,5877,7774,14010,19071
"2022","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Frauen",8750,5176,6564,11905,15813
"2022","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Männer",10914,6496,8354,14654,20440
"2022","Nordwestschweiz","Schweizer/innen","Unteres Kader","Geschlecht - Total",8828,5939,7323,11123,13468
"2022","Nordwestschweiz","Schweizer/innen","Unteres Kader","Frauen",8048,5251,6707,9963,12349
"2022","Nordwestschweiz","Schweizer/innen","Unteres Kader","Männer",9365,6449,7679,11669,13979
"2022","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7651,5284,6345,9418,11439
"2022","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7084,4981,5718,8631,10260
"2022","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",8061,5778,6763,9843,12120
"2022","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6634,4608,5409,8179,10288
"2022","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Frauen",6321,4437,5134,7731,9701
"2022","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Männer",6940,4849,5741,8606,10829
"2022","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",6552,4355,5152,9036,13245
"2022","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Frauen",6369,4132,4783,8795,12944
"2022","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Männer",6624,4531,5353,9168,13411
"2022","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",12353,6190,8539,19588,28449
"2022","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Frauen",11654,5447,8026,19267,25826
"2022","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Männer",12544,6402,8786,19778,29153
"2022","Nordwestschweiz","Ausländer/innen","Unteres Kader","Geschlecht - Total",9207,5826,7400,12160,15439
"2022","Nordwestschweiz","Ausländer/innen","Unteres Kader","Frauen",8750,5280,6974,11745,14707
"2022","Nordwestschweiz","Ausländer/innen","Unteres Kader","Männer",9441,6104,7570,12358,15800
"2022","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7663,5132,6111,9973,13485
"2022","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",7569,4619,5769,9956,13512
"2022","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7678,5347,6316,9973,13430
"2022","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",6066,4231,4921,7771,10680
"2022","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Frauen",5839,4048,4628,7854,10849
"2022","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Männer",6150,4385,5120,7733,10597
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",4880,2917,3595,6321,7810
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4462,3150,3615,6533,8336
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5052,2828,3510,6277,7643
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6312,3887,4472,7327,9715
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",4688,2828,3469,6105,7539
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4275,3100,3609,6313,7917
"2022","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",4918,2777,3426,6069,7332
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",6075,4093,4746,8816,13581
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",6173,3971,4587,8752,13520
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",6040,4209,4847,8853,13627
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",16215,5743,9853,24627,36796
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",16231,6796,9113,24363,33075
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",16215,5459,9878,24798,38744
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",9192,5838,7548,12289,16626
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",9216,5365,7504,12327,16626
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",9147,6188,7604,12250,16550
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",8233,4983,6073,11778,15049
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7691,4705,5778,11585,14240
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",8708,5096,6292,11967,15580
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5674,4000,4594,7500,10550
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",5533,3884,4423,7643,10735
"2022","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5702,4119,4695,7435,10458
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",6443,4440,5162,8848,13315
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5989,4195,4707,8486,12737
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6602,4742,5478,9046,13674
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",11826,5714,8125,18667,27580
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",10647,4757,7601,17459,23810
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",12155,6133,8467,19414,29085
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",8983,5629,7240,12133,15532
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",8383,4864,6230,11415,14707
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Unteres Kader","Männer",9402,6185,7570,12551,16226
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7388,5065,5810,9573,13265
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7039,4489,5412,9352,12869
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",7496,5280,6040,9763,13580
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5963,4333,4965,7446,10514
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",5498,4119,4587,7449,10620
"2022","Nordwestschweiz","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",6171,4616,5245,7446,10459
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",7150,4713,5705,9613,13403
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",7167,4485,5502,9404,13230
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",7146,4804,5777,9683,13467
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",12037,6993,9105,17773,24408
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",11552,6335,8713,18783,23332
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",12037,7314,9201,17509,25250
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",9580,6052,7650,12195,15080
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",9343,6289,7664,12023,14168
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",9690,6052,7650,12271,15329
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7847,5708,6529,9983,12822
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",7959,5369,6384,10094,13078
"2022","Nordwestschweiz","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",7827,5813,6560,9958,12756
