"Jahr","Grossregion","Schweizer/innen und Ausländer/innen","Berufliche Stellung","Geschlecht","Zentralwert","P10","P25","P75","P90"
"2014","Région lémanique","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5365,3644,4235,7453,10229
"2014","Région lémanique","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",6190,4309,5092,8119,12603
"2014","Région lémanique","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",11917,5985,8149,17003,22685
"2014","Région lémanique","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",11318,5714,7426,14782,20048
"2014","Région lémanique","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",12380,6200,8404,17778,23780
"2014","Région lémanique","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",9159,4981,6500,12455,15860
"2014","Région lémanique","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",8586,4444,6327,11786,14988
"2014","Région lémanique","> Niedergelassene (Kat. C)","Unteres Kader","Männer",9427,5333,6589,12867,16536
"2014","Région lémanique","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6728,4726,5519,8496,11451
"2014","Région lémanique","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6622,4155,5067,8862,11597
"2014","Région lémanique","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",6728,4951,5710,8349,11372
"2014","Région lémanique","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5443,3800,4436,6663,8234
"2014","Région lémanique","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",4968,3547,4090,6543,8236
"2014","Région lémanique","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",5720,4088,4767,6685,8233
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",6346,4325,5083,8307,10611
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",6324,4100,4917,8274,10089
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6366,4427,5159,8324,10999
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",9970,5964,7709,13806,18175
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",8919,5363,6704,11667,15621
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",10345,6126,8065,14429,18840
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",8317,5129,6342,10458,13220
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",8357,5050,6250,10338,12253
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",8289,5129,6399,10562,13677
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6890,4837,5630,8711,11258
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6700,4412,5244,8778,10760
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",6946,4952,5707,8698,11400
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5949,4148,4836,7418,9295
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",5959,4000,4761,7718,9484
"2014","Région lémanique","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",5935,4240,4875,7241,9088
"2014","Région lémanique","> Andere","Berufliche Stellung - Total","Geschlecht - Total",5531,3567,4196,7256,10025
"2014","Région lémanique","> Andere","Berufliche Stellung - Total","Frauen",5117,3596,4019,7417,9820
"2014","Région lémanique","> Andere","Berufliche Stellung - Total","Männer",5816,3522,4304,7183,10576
"2014","Région lémanique","> Andere","Oberes und mittleres Kader","Geschlecht - Total",11800,7042,8088,13890,18896
"2014","Région lémanique","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2014","Région lémanique","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2014","Région lémanique","> Andere","Unteres Kader","Geschlecht - Total",7969,5117,7099,10779,12376
"2014","Région lémanique","> Andere","Unteres Kader","Frauen",,,,,
"2014","Région lémanique","> Andere","Unteres Kader","Männer",,,,,
"2014","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7417,4300,5063,8992,10487
"2014","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2014","Région lémanique","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2014","Région lémanique","> Andere","Ohne Kaderfunktion","Geschlecht - Total",5168,3506,4042,6483,7977
"2014","Région lémanique","> Andere","Ohne Kaderfunktion","Frauen",4672,3517,3859,6685,8219
"2014","Région lémanique","> Andere","Ohne Kaderfunktion","Männer",5396,3495,4152,6431,7761
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6358,4368,5208,8089,10449
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",5879,4045,4733,7294,9176
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",6677,4714,5539,8655,11177
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",9629,5571,7266,12397,15465
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",7959,4667,5857,10452,13119
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",10195,6190,7771,12929,16023
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",7533,5018,6077,9243,11099
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",6760,4582,5382,8316,10125
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",7896,5383,6379,9551,11452
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6892,4872,5818,8331,10183
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",6396,4412,5158,7832,9214
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7094,5250,6103,8583,10475
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",5937,4211,4939,7154,8952
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5588,3944,4556,6792,8298
"2014","Espace Mittelland","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6122,4516,5227,7430,9318
"2014","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6596,4533,5411,8376,10711
"2014","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Frauen",6038,4167,4908,7440,9302
"2014","Espace Mittelland","Schweizer/innen","Berufliche Stellung - Total","Männer",6994,4921,5802,9019,11512
"2014","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",9599,5674,7280,12354,15352
"2014","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Frauen",7909,4658,5857,10373,12928
"2014","Espace Mittelland","Schweizer/innen","Oberes und mittleres Kader","Männer",10163,6261,7800,12903,15933
"2014","Espace Mittelland","Schweizer/innen","Unteres Kader","Geschlecht - Total",7674,5200,6205,9323,11170
"2014","Espace Mittelland","Schweizer/innen","Unteres Kader","Frauen",6770,4694,5516,8282,10073
"2014","Espace Mittelland","Schweizer/innen","Unteres Kader","Männer",8018,5674,6603,9669,11565
"2014","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7007,4935,5905,8427,10242
"2014","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6426,4435,5179,7834,9167
"2014","Espace Mittelland","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7219,5335,6221,8761,10593
"2014","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6116,4353,5117,7422,9257
"2014","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Frauen",5777,4078,4737,6958,8526
"2014","Espace Mittelland","Schweizer/innen","Ohne Kaderfunktion","Männer",6348,4694,5426,7798,9665
"2014","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",5626,4010,4671,6895,9090
"2014","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Frauen",5070,3709,4238,6515,8364
"2014","Espace Mittelland","Ausländer/innen","Berufliche Stellung - Total","Männer",5834,4270,4961,7063,9478
"2014","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",9863,5170,6997,12783,16307
"2014","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Frauen",8246,4889,5833,11501,14647
"2014","Espace Mittelland","Ausländer/innen","Oberes und mittleres Kader","Männer",10393,5244,7380,13181,16917
"2014","Espace Mittelland","Ausländer/innen","Unteres Kader","Geschlecht - Total",6973,4517,5324,8878,10738
"2014","Espace Mittelland","Ausländer/innen","Unteres Kader","Frauen",6711,4324,4894,8518,10286
"2014","Espace Mittelland","Ausländer/innen","Unteres Kader","Männer",7048,4716,5515,9006,10988
"2014","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6525,4706,5528,7713,9684
"2014","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6222,4318,5044,7675,9461
"2014","Espace Mittelland","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",6578,4943,5769,7736,9745
"2014","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5371,3902,4512,6327,7611
"2014","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Frauen",4819,3614,4128,5980,7344
"2014","Espace Mittelland","Ausländer/innen","Ohne Kaderfunktion","Männer",5584,4157,4808,6455,7756
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5275,3389,4030,6117,7449
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4275,3346,3397,6003,7305
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5447,3596,4155,6117,7478
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5079,3389,3956,5979,6814
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4074,3346,3389,5350,6703
"2014","Espace Mittelland","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5330,3549,4090,6053,6852
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5282,3779,4351,6703,9005
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",4950,3535,4055,6663,8520
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5412,3948,4552,6729,9342
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Geschlecht - Total",10408,5546,7380,13386,18806
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Frauen",9422,5053,6876,12154,16492
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Oberes und mittleres Kader","Männer",10449,5776,7851,13824,20238
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Geschlecht - Total",6628,4273,4954,8800,10650
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Frauen",6498,4211,4924,8456,10261
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Unteres Kader","Männer",6747,4332,4954,8991,11096
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6162,4234,5064,7747,9947
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6262,4000,4692,7918,9776
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Verantwortlich für die Ausführung der Arbeiten","Männer",6100,4492,5231,7698,10105
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Geschlecht - Total",5023,3700,4222,6063,7532
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Frauen",4640,3466,3952,6072,7531
"2014","Espace Mittelland","> Aufenthalter/innen (Kat. B)","Ohne Kaderfunktion","Männer",5146,3841,4410,6056,7538
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Geschlecht - Total",5726,4150,4801,6972,9336
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Frauen",5098,3803,4323,6500,8489
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Berufliche Stellung - Total","Männer",5976,4507,5159,7180,9802
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Geschlecht - Total",9750,5159,6525,12755,15944
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Frauen",7953,4887,5417,11190,14304
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Oberes und mittleres Kader","Männer",10427,5170,7169,13192,16444
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Geschlecht - Total",6913,4649,5447,8857,10721
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Frauen",6578,4330,4828,8542,10227
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Unteres Kader","Männer",6940,4925,5524,8951,11040
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6610,4790,5608,7715,9745
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6357,4517,5044,7661,9596
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Verantwortlich für die Ausführung der Arbeiten","Männer",6677,5096,5890,7735,9750
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Geschlecht - Total",5479,4045,4647,6394,7685
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Frauen",4862,3687,4205,5947,7328
"2014","Espace Mittelland","> Niedergelassene (Kat. C)","Ohne Kaderfunktion","Männer",5729,4364,5007,6553,7853
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Geschlecht - Total",5776,4128,4814,7000,8673
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Frauen",5184,3891,4343,6348,7746
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Berufliche Stellung - Total","Männer",6027,4356,5093,7202,9123
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Geschlecht - Total",9315,6508,7810,12250,14494
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Frauen",8164,5410,7325,11432,13079
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Oberes und mittleres Kader","Männer",9454,6529,7979,12359,14696
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Geschlecht - Total",7692,5273,6570,9186,10920
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Frauen",7591,4786,6118,8640,11359
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Unteres Kader","Männer",7778,5287,6707,9268,10839
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",6546,5031,5714,7652,9130
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Frauen",6168,4351,5243,7322,8793
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Verantwortlich für die Ausführung der Arbeiten","Männer",6690,5200,5906,7777,9183
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Geschlecht - Total",5481,4036,4651,6486,7580
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Frauen",4958,3846,4262,6018,7222
"2014","Espace Mittelland","> Grenzgänger/innen (Kat. G)","Ohne Kaderfunktion","Männer",5714,4255,4907,6669,7751
"2014","Espace Mittelland","> Andere","Berufliche Stellung - Total","Geschlecht - Total",5192,3430,4109,6330,7538
"2014","Espace Mittelland","> Andere","Berufliche Stellung - Total","Frauen",4324,3430,3575,5856,7482
"2014","Espace Mittelland","> Andere","Berufliche Stellung - Total","Männer",5366,3600,4132,6542,7556
"2014","Espace Mittelland","> Andere","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Andere","Oberes und mittleres Kader","Frauen",,,,,
"2014","Espace Mittelland","> Andere","Oberes und mittleres Kader","Männer",,,,,
"2014","Espace Mittelland","> Andere","Unteres Kader","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Andere","Unteres Kader","Frauen",,,,,
"2014","Espace Mittelland","> Andere","Unteres Kader","Männer",,,,,
"2014","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2014","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2014","Espace Mittelland","> Andere","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2014","Espace Mittelland","> Andere","Ohne Kaderfunktion","Geschlecht - Total",5070,3430,4101,5970,6966
"2014","Espace Mittelland","> Andere","Ohne Kaderfunktion","Frauen",4324,3380,3430,5683,6923
"2014","Espace Mittelland","> Andere","Ohne Kaderfunktion","Männer",5298,3540,4109,6064,6966
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Geschlecht - Total",6578,4299,5202,8588,11458
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Frauen",6014,3992,4715,7602,9858
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Berufliche Stellung - Total","Männer",6934,4622,5546,9191,12247
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Geschlecht - Total",10455,6250,7800,14536,19825
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Frauen",8670,5333,6714,12217,17792
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Oberes und mittleres Kader","Männer",11061,6883,8349,15108,20403
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Geschlecht - Total",8667,5553,6808,10704,12789
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Frauen",7425,4899,6016,9534,11989
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Unteres Kader","Männer",9087,5989,7291,11075,13016
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7269,4936,5976,8881,10724
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Frauen",6810,4345,5341,8007,9915
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Verantwortlich für die Ausführung der Arbeiten","Männer",7574,5299,6226,9257,11039
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Geschlecht - Total",5975,4112,4853,7325,9083
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Frauen",5613,3860,4529,6990,8539
"2014","Nordwestschweiz","Schweizer/innen und Ausländer/innen - Total","Ohne Kaderfunktion","Männer",6175,4333,5142,7569,9383
"2014","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Geschlecht - Total",6784,4454,5404,8653,11151
"2014","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Frauen",6088,4154,4857,7481,9335
"2014","Nordwestschweiz","Schweizer/innen","Berufliche Stellung - Total","Männer",7294,4850,5871,9437,12123
"2014","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Geschlecht - Total",9756,6166,7580,12857,17265
"2014","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Frauen",7913,5149,6400,10485,14072
"2014","Nordwestschweiz","Schweizer/innen","Oberes und mittleres Kader","Männer",10401,6792,8074,13647,18382
"2014","Nordwestschweiz","Schweizer/innen","Unteres Kader","Geschlecht - Total",8396,5523,6693,10275,12232
"2014","Nordwestschweiz","Schweizer/innen","Unteres Kader","Frauen",7213,4919,5904,8894,10712
"2014","Nordwestschweiz","Schweizer/innen","Unteres Kader","Männer",8930,6024,7259,10780,12625
"2014","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7312,4881,6032,8803,10493
"2014","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6749,4241,5222,7854,9424
"2014","Nordwestschweiz","Schweizer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7712,5262,6316,9262,10884
"2014","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Geschlecht - Total",6162,4246,5023,7469,9100
"2014","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Frauen",5742,4049,4688,6985,8334
"2014","Nordwestschweiz","Schweizer/innen","Ohne Kaderfunktion","Männer",6491,4500,5383,7861,9582
"2014","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Geschlecht - Total",6195,4095,4929,8405,12152
"2014","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Frauen",5817,3782,4431,7966,11333
"2014","Nordwestschweiz","Ausländer/innen","Berufliche Stellung - Total","Männer",6341,4354,5188,8666,12475
"2014","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Geschlecht - Total",13412,6683,9228,18236,24585
"2014","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Frauen",12831,6090,7919,18041,23156
"2014","Nordwestschweiz","Ausländer/innen","Oberes und mittleres Kader","Männer",13650,7134,9746,18347,25044
"2014","Nordwestschweiz","Ausländer/innen","Unteres Kader","Geschlecht - Total",9250,5606,6972,11688,13653
"2014","Nordwestschweiz","Ausländer/innen","Unteres Kader","Frauen",8666,4792,6359,11482,13456
"2014","Nordwestschweiz","Ausländer/innen","Unteres Kader","Männer",9420,5887,7310,11747,13753
"2014","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",7137,5044,5914,9122,11132
"2014","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Frauen",6981,4390,5529,8886,10731
"2014","Nordwestschweiz","Ausländer/innen","Verantwortlich für die Ausführung der Arbeiten","Männer",7241,5344,6009,9250,11267
"2014","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Geschlecht - Total",5698,3971,4656,7057,9051
"2014","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Frauen",5250,3693,4228,7002,9031
"2014","Nordwestschweiz","Ausländer/innen","Ohne Kaderfunktion","Männer",5832,4181,4905,7083,9063
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Geschlecht - Total",5391,3500,4490,6394,7724
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Frauen",4348,3293,3500,6586,7533
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Berufliche Stellung - Total","Männer",5478,3972,4800,6361,7814
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Geschlecht - Total",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Frauen",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Oberes und mittleres Kader","Männer",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Geschlecht - Total",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Frauen",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Unteres Kader","Männer",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Geschlecht - Total",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Frauen",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Verantwortlich für die Ausführung der Arbeiten","Männer",,,,,
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Geschlecht - Total",5295,3500,4393,6154,7268
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Frauen",4284,3166,3500,6245,7533
"2014","Nordwestschweiz","> Kurzaufenthalter/innen (Kat. L)","Ohne Kaderfunktion","Männer",5417,3810,4761,6125,7184
"2014","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Geschlecht - Total",5707,3836,4431,8345,12493
"2014","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Frauen",5734,3658,4051,8260,12326
"2014","Nordwestschweiz","> Aufenthalter/innen (Kat. B)","Berufliche Stellung - Total","Männer",5696,3971,4622,8388,12599
