source,css_selector_used,extracted_text,short_summary
BFS metadata,woflklfoe,"Jahr | Kanton | Staatsangehörigkeit | Geschlecht | Altersklasse | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 8100 | 8201 | 8202 | 8204 | 8205 | 8206 | 8207 | 8211 | 8212 | 8214 | 8215 | 8216 | 8217 | 8218 | 8222 | 8223 | 8224 | 8226 | 8227 | 8228 | 8229 | 8230 | 8231 | 8232 | 8233 | 8234 | 8236 | 8239 | 8240 | 8241 | 8242 | 8243 | 8244 | 8248 | 8250 | 8251 | 8252 | 8254 | 8255 | 8256 | 8260 | 8261 | 8262 | 8263 | 8264 | 8265 | 8266 | 8301 | 8302 | 8303 | 8304 | 8305 | 8307 | 8308 | 8309 | 8310 | 8311 | 8312 | 8313 | 8314 | 8315 | 8317 | 8319 | 8320 | 8321 | 8322 | 8323 | 8324 | 8325 | 8326 | 8327 | 8329 | 8330 | 8331 | 8332 | 8333 | 8334 | 8335 | 8336 | 8337 | 8340 | 8341 | 8343 | 8344 | 8345 | 8346 | 8347 | 8348 | 8349 | 8350 | 8351 | 8352 | 8353 | 8354 | 8356 | 8357 | 8358 | 8359 | 8360 | 8362 | 8363 | 8372 | 8401 | 8402 | 8403 | 8405 | 8406 | 8407 | 8408 | 8409 | 8410 | 8411 | 8415 | 8417 | 8418 | 8419 | 8420 | 8421 | 8423 | 8424 | 8425 | 8427 | 8429 | 8430 | 8431 | 8432 | 8435 | 8436 | 8437 | 8438 | 8439 | 8440 | 8441 | 8442 | 8443 | 8444 | 8445 | 8501 | 8502 | 8503 | 8504 | 8505 | 8506 | 8507 | 8508 | 8510 | 8511 | 8512 | 8513 | 8514 | 8515 | 8516 | 8517 | 8518 | 8519 | 8521 | 8522 | 8523 | 8525 | 8526 | 8527 | 8528 | 8529 | 8530 | 8532 | 8533 | 8534 | 8535 | 8537 | 8539 | 8541 | 8542 | 8545 | 8546 | 8547 | 8550 | 8560 | 8561 | 8562 | 8563 | 8564 | 8565 | 8566 | 8567 | 8601 | 8602 | 8604 | 8605 | 8607 | 8608 | 8610 | 8612 | 8614 | 8615 | 8616 | 8617 | 8618 | 8619 | 8682 | -1 | -6 | -9 | Schweiz | Zürich | Bern / Berne | Luzern | Uri | Schwyz | Obwalden | Nidwalden | Glarus | Zug | Fribourg / Freiburg | Solothurn | Basel-Stadt | Basel-Landschaft | Schaffhausen | Appenzell Ausserrhoden | Appenzell Innerrhoden | St. Gallen | Graubünden / Grigioni / Grischun | Aargau | Thurgau | Ticino | Vaud | Valais / Wallis | Neuchâtel | Genève | Jura | Ohne Angabe | Staatsangehörigkeit - Total | Albanien | Andorra | Belgien | Bulgarien | Dänemark | Deutschland | Finnland | Frankreich | Griechenland | Vereinigtes Königreich | Irland | Island | Italien | Liechtenstein | Luxemburg | Malta | Monaco | Niederlande | Norwegen | Österreich | Polen | Portugal | Rumänien | San Marino | Schweden | Spanien | Türkiye | Ungarn | Vatikanstadt | Zypern | Slowakei | Tschechien | Serbien | Kroatien | Slowenien | Bosnien und Herzegowina | Montenegro | Nordmazedonien | Kosovo | Estland | Lettland | Litauen | Moldau | Russland | Ukraine | Belarus | Äquatorialguinea | Äthiopien | Dschibuti | Algerien | Angola | Botsuana | Burundi | Benin | Côte d'Ivoire | Gabun | Gambia | Ghana | Guinea-Bissau | Guinea | Kamerun | Cabo Verde | Kenia | Komoren | Kongo (Brazzaville) | Kongo (Kinshasa) | Lesotho | Liberia | Libyen | Madagaskar | Malawi | Mali | Marokko | Mauretanien | Mauritius | Mosambik | Niger | Nigeria | Burkina Faso | Simbabwe | Ruanda | Sambia | São Tomé und Príncipe | Senegal | Seychellen | Sierra Leone | Somalia | Südafrika | Sudan | Namibia | Eswatini | Tansania | Togo | Tschad | Tunesien | Uganda | Ägypten | Zentralafrikanische Republik | Eritrea | Südsudan | Westsahara | Argentinien | Bahamas | Barbados | Bolivien | Brasilien | Chile | Costa Rica | Dominikanische Republik | Ecuador | El Salvador | Guatemala | Guyana | Haiti | Belize | Honduras | Jamaika | Kanada | Kolumbien | Kuba | Mexiko | Nicaragua | Panama | Paraguay | Peru | Suriname | Trinidad und Tobago | Uruguay | Venezuela | Vereinigte Staaten | Dominica | Grenada | Antigua und Barbuda | St. Lucia | St. Vincent und die Grenadinen | St. Kitts und Nevis | Afghanistan | Bahrain | Bhutan | Brunei Darussalam | Myanmar | Sri Lanka | Taiwan (Chinesisches Taipei) | China | Indien | Indonesien | Irak | Iran | Israel | Japan | Jemen | Jordanien | Kambodscha | Katar | Kuwait | Laos | Libanon | Malaysia | Malediven | Oman | Mongolei | Nepal | Korea (Nord-) | Vereinigte Arabische Emirate | Pakistan | Philippinen | Saudi-Arabien | Singapur | Korea (Süd-) | Syrien | Thailand | Vietnam | Bangladesch | Timor-Leste | Palästina | Armenien | Aserbaidschan | Georgien | Kasachstan | Kirgisistan | Tadschikistan | Turkmenistan | Usbekistan | Australien | Fidschi | Nauru | Vanuatu | Neuseeland | Papua-Neuguinea | Tonga | Samoa | Salomoninseln | Tuvalu | Kiribati | Marshallinseln | Mikronesien | Palau | Cookinseln | Staatenlos | Nicht zuteilbar gemäss den aktuellen Grenzen | Geschlecht - Total | Mann | Frau | Altersklasse - Total | 0-4 Jahre | 5-9 Jahre | 10-14 Jahre | 15-19 Jahre | 20-24 Jahre | 25-29 Jahre | 30-34 Jahre | 35-39 Jahre | 40-44 Jahre | 45-49 Jahre | 50-54 Jahre | 55-59 Jahre | 60-64 Jahre | 65-69 Jahre | 70-74 Jahre | 75-79 Jahre | 80-84 Jahre | 85-89 Jahre | 90-94 Jahre | 95-99 Jahre | 100 Jahre und mehr | TRUE | NA | Einwanderung der ständigen Wohnbevölkerung nach Jahr, Kanton, Staatsangehörigkeit, Geschlecht und Altersklasse",Jahr | Kanton | Staatsangehörigkeit | Geschlecht | Altersklasse | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 0 | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 8100 | 8201 | 8202 | 8204 | 8205 | 8206 | 8207 | 8211 | 8212 | 8214 | 8215 | 8216 | 8217 | 8218 | 8222 | 8223 | 8224 | 8226 | 8227 | 8228 | 8229 | 8230 | 8231 | 8232 | 8233 | 8234 | 8236 | 8239 | 8240 | 8241 | 8242 | 8243 | 8244 | 8248 | 8250 | 8251 | 8252 | 8254 | 8255 | 8256 | 8260 | 8261 | 8262 | 8263 | 8264 | 8265 | 8266 | 8301 | 8302 | 8303 | 8304 | 8305 | 8307 | 8308 | 8309 | 8310 | 8311 | 8312 | 8313 | 8314 | 8315 | 8317 | 8319 | 8320 | 8321 | 8322 | 8323 | 8324 | 8325 | 8326 | 8327 | 8329 |...
